Packet Count,Byte Count,Protocol,Source IP,Destination IP,Malware Detected,Anomaly Detected,Accuracy,Precision,Recall,F1 Score
480,1613,UDP,88.183.208.85,144.95.29.232,0,0,0.8610203985773046,0.7651854935176369,0.88524623267356,0.8231661802164154
933,6743,TCP,212.188.87.175,77.192.183.118,0,0,0.8961385319189266,0.751005841409859,0.9444513253001714,0.9305614054439996
961,9214,UDP,219.49.178.153,200.207.8.12,0,0,0.9461205984918003,0.7744271656814325,0.9038903746759137,0.9189127136263471
600,8642,ICMP,57.20.158.246,89.12.19.134,0,0,0.9424969328877629,0.9369901888039109,0.7683055057737026,0.9590232597530192
798,4450,UDP,156.106.89.23,93.45.32.39,0,0,0.8892421369777735,0.8803990766696028,0.7249162647020726,0.9567047969041922
905,8885,UDP,188.118.140.96,14.34.99.80,1,0,0.9098453204866519,0.8743015498151355,0.9267790658558493,0.8832419826082831
675,1894,TCP,55.142.164.151,19.241.131.105,0,0,0.8953711563336253,0.8524443074058928,0.9795418589864561,0.9139355668146097
974,9090,UDP,29.196.144.66,217.51.27.78,1,0,0.8011506223075007,0.9231084020072984,0.7744481724495151,0.9139125437264984
985,1793,UDP,102.75.176.178,52.59.54.143,0,0,0.9469365122154194,0.8268200408339307,0.8665813399199885,0.7024277877576277
391,7929,ICMP,163.71.54.38,157.16.60.252,0,0,0.9266680368179155,0.7864609721923461,0.7696051552891229,0.7377248428977483
696,8306,ICMP,96.239.70.87,15.130.118.52,0,0,0.8282182326159451,0.8377368619049673,0.7076058164881018,0.7989865346484449
721,7839,UDP,213.81.80.64,65.244.62.160,0,0,0.9439397563580544,0.8935884746680063,0.8268651177218349,0.9452140243418613
372,8772,UDP,56.84.175.179,186.178.137.135,0,0,0.8381302471666684,0.8986758373094342,0.9517831033741292,0.7935678519846507
919,5974,TCP,159.65.147.151,53.51.99.247,0,0,0.8888569601015452,0.7668870171507557,0.734530896996268,0.7127655551886616
21,9861,TCP,243.119.209.216,147.81.86.4,0,0,0.867694105668989,0.7771951426937845,0.7828411999496844,0.9606311788955252
306,7356,UDP,191.216.57.18,7.183.3.19,1,0,0.8227480573867284,0.7510529607765829,0.8945498990542865,0.7866983818712308
149,2268,TCP,174.189.217.0,26.199.40.123,0,0,0.8890461073607373,0.7826456531708066,0.7753139652322337,0.881490407751916
456,7534,UDP,209.135.2.124,101.68.136.131,0,0,0.9665623750259794,0.8911686671560267,0.9103866158359877,0.9196229099510823
129,5165,ICMP,231.224.146.126,113.91.244.68,0,0,0.8537546266024021,0.8217235500509754,0.8920563928616949,0.8186511035276803
592,6004,TCP,51.92.50.18,98.67.111.176,0,0,0.868620758858202,0.8364350365326759,0.8353818314840424,0.7631235201269833
311,7615,UDP,84.73.58.35,220.136.107.56,0,0,0.9606175423620402,0.8417302968644423,0.7110620176522188,0.9174482508459902
581,8578,ICMP,39.219.84.32,213.63.254.177,0,0,0.8770416222725237,0.9330286735783795,0.9521144619201606,0.9276516227194203
812,6645,TCP,130.89.77.30,127.38.126.229,0,0,0.8364613926809696,0.7673170658835681,0.9687409634537106,0.8579455232401716
891,9416,ICMP,70.236.169.129,167.103.62.45,0,0,0.8560275264334664,0.7757073420292222,0.8320774523155557,0.8219208838554293
869,6204,ICMP,188.116.72.34,232.195.10.56,0,0,0.9078424238075496,0.8245254799171814,0.8118829068193113,0.8520303457453612
928,8399,TCP,90.242.122.101,102.67.201.239,0,0,0.8047826463843193,0.8735769575516382,0.7721344026987043,0.8334698437621237
647,4377,ICMP,38.25.119.6,202.228.214.128,0,0,0.9386656356942924,0.7522609037615202,0.907744447195132,0.7367160852799914
734,5910,UDP,249.212.142.67,30.201.83.196,0,0,0.8798292207440263,0.8775659851019386,0.7102658053866974,0.7564736381708438
479,9787,ICMP,161.52.124.95,189.5.124.55,0,0,0.9456252087807206,0.942238889280554,0.8240752600845233,0.8882798616445924
894,4508,UDP,181.136.57.203,4.2.92.142,0,0,0.8101383305356356,0.7666486560689342,0.8701186336776122,0.756945009042067
920,1916,ICMP,223.113.199.186,15.193.173.3,0,0,0.9770658085802433,0.7599629764636042,0.835616021768181,0.8729399969625511
147,3085,TCP,148.177.91.221,18.181.238.228,0,0,0.8790317049522902,0.8717799846313692,0.7398578973788765,0.7628305326988651
635,564,TCP,173.127.131.163,187.42.231.60,1,0,0.9098743190354526,0.8266468332827147,0.7044746894188443,0.8143877653194608
458,2343,ICMP,220.152.145.161,185.55.86.66,0,0,0.9822450383681726,0.8225349179951291,0.9015214482494301,0.8387864569736734
226,7197,TCP,75.146.157.210,56.33.98.237,0,0,0.8086119256540448,0.8354834271631698,0.880000368567153,0.7661844355630492
212,3107,ICMP,134.72.6.151,87.153.155.43,0,0,0.9713847237344846,0.8478147988015099,0.919113150761305,0.9492469753151002
776,5178,UDP,104.131.0.148,224.241.165.148,0,0,0.879201376118915,0.9145198438111193,0.8268455496249598,0.7140904650624331
457,7957,ICMP,119.245.29.122,154.128.192.150,0,0,0.8431448387650231,0.8037719695931057,0.977914056970647,0.9662900181169967
780,4184,UDP,132.133.153.138,66.128.170.249,0,0,0.9072826207016744,0.8186472375036156,0.9343534536592625,0.7517103627536521
115,3466,UDP,156.49.255.155,61.113.46.148,0,0,0.8466498256512854,0.9066590060748441,0.7527201491398976,0.7649312603742797
755,2177,TCP,79.60.104.98,197.152.46.86,0,0,0.9284493590493926,0.9182287841174325,0.9689246964844941,0.8474863528684332
196,989,UDP,69.251.179.90,51.131.42.109,0,0,0.876096444820984,0.8864452003913601,0.7707581835332087,0.9694390648079299
847,9044,ICMP,172.30.48.119,239.77.96.185,0,0,0.9860323492677087,0.8350345996813646,0.855612726481911,0.8232592568056902
23,687,UDP,105.130.125.42,250.187.73.186,0,1,0.9413979950407256,0.9226200318487328,0.8061119554959374,0.8413184721324313
547,662,TCP,148.158.169.157,246.209.92.244,0,0,0.8301430191885352,0.8487230213307463,0.76476117532707,0.9234988354518517
977,9527,UDP,187.39.225.250,195.251.39.79,0,0,0.8949291929119809,0.9352430861448957,0.8367047059412928,0.7524229865132847
222,5224,ICMP,239.124.157.34,131.35.90.244,0,0,0.9338700814287552,0.8162198490716037,0.7333083076034302,0.7614027989292017
26,9278,TCP,137.188.148.147,73.87.130.20,0,0,0.9087522696070155,0.7912300591544541,0.9285707264787457,0.8322973259281707
621,5896,UDP,60.215.207.141,82.44.231.77,0,0,0.8663889185270025,0.7970909191921048,0.7033884293356473,0.9597236245385264
803,5791,ICMP,96.162.79.78,178.236.165.245,0,0,0.8990461183195961,0.8693842421250376,0.9346705384579418,0.8284121715560077
723,4277,ICMP,223.188.107.183,0.25.63.58,0,0,0.9413095548224364,0.8577865106383673,0.769403249473011,0.8227033956531961
601,5875,UDP,15.83.202.62,95.131.169.176,0,0,0.8417481882874732,0.940048360935785,0.8852801111352457,0.8341221230279736
524,6551,TCP,176.167.140.27,206.50.112.225,0,0,0.9170290592194226,0.8310733973139582,0.8684318148293424,0.9391193907263639
799,6890,ICMP,165.246.241.247,60.207.159.208,0,1,0.8319973850233301,0.8361082421059148,0.8168341044410214,0.9682791895617405
362,1176,UDP,7.23.188.1,144.191.23.96,0,0,0.816389825210073,0.8339622618834146,0.8939644247507853,0.8801759574769128
46,2308,UDP,155.73.197.179,87.176.70.179,0,0,0.9218328438583447,0.8732526832008434,0.7790789765430289,0.8718266758161488
577,5333,UDP,184.167.208.235,73.198.13.0,0,1,0.9328649137441041,0.8568251644875495,0.8714999856603363,0.9357089683557965
131,5818,ICMP,78.56.14.230,156.0.155.11,0,0,0.9138699627716791,0.8200411386718953,0.9600151210608647,0.8697742991097842
145,5861,TCP,3.206.211.178,132.30.239.54,0,0,0.9427812364346874,0.8187481747987579,0.764118107718857,0.8674763821112083
202,5739,ICMP,184.192.224.129,253.70.54.75,0,0,0.9103456929038256,0.7723046664706521,0.8030931958823384,0.9244824138168479
138,4383,UDP,203.37.197.231,103.152.77.137,0,0,0.8875241439568982,0.8165703559406412,0.8237731628282454,0.8920473249529253
352,1829,UDP,146.243.63.11,128.128.2.96,0,0,0.9001098301739252,0.7533118058053565,0.9525554473783227,0.7491904319481724
48,2189,UDP,6.212.138.89,104.179.105.185,1,0,0.8960104866971587,0.9383158892190588,0.8353468308501699,0.7236538075483459
217,1642,ICMP,101.48.7.49,239.84.216.113,0,0,0.8750433926517637,0.7828291899504954,0.8784331094187543,0.8095405072788011
365,4808,UDP,38.140.243.137,200.65.162.158,0,0,0.8822735884897082,0.9458860705297469,0.9575457645645618,0.7682235424809802
799,3336,UDP,203.186.83.47,43.140.151.238,0,0,0.9655593408723209,0.9136702622910832,0.8672484429921642,0.9483562118757305
752,999,TCP,179.59.118.79,157.211.54.226,0,0,0.9638357933467061,0.9033591193523363,0.8079459368721845,0.970078791289835
387,1511,UDP,195.165.242.160,193.173.206.155,0,0,0.8981571526204366,0.85668488027359,0.950656533824775,0.7548839756307848
43,1369,UDP,40.193.205.48,220.184.7.2,0,0,0.9287039944791953,0.8089986351147411,0.7035077606211216,0.8473873684132761
288,7030,UDP,72.14.158.115,82.150.29.101,0,1,0.8151944364078721,0.8208362478765191,0.8238703045668184,0.9588075494024539
527,729,ICMP,232.184.210.139,87.249.197.249,0,0,0.9217481165490176,0.9158388777278477,0.7997126806293827,0.9061003291452554
390,2799,TCP,54.84.8.129,69.85.83.251,0,1,0.8115557341713482,0.8902962076146665,0.9218628237349309,0.8991887606626875
1,4356,TCP,42.154.179.209,240.175.200.75,0,0,0.9769292038555152,0.8925675262848851,0.9684018611178786,0.8964771866466749
69,4337,UDP,150.213.236.248,22.138.6.106,0,0,0.9499620665185149,0.8893545238748439,0.9386730759745212,0.7493826283374772
325,1784,UDP,141.2.25.15,243.192.28.72,0,0,0.9011808263514041,0.7656923932236783,0.8587108550135671,0.8056170910564348
727,7658,ICMP,200.168.77.194,45.212.40.40,0,0,0.8401006345068193,0.8439857864954051,0.9639341254366882,0.7289858449800449
632,4617,ICMP,103.186.201.129,210.53.83.74,0,0,0.9662948518060531,0.7910007189141148,0.8190745475507801,0.8239945397709845
887,1045,UDP,81.133.104.128,208.196.146.113,0,0,0.8169037468914467,0.8771135570312574,0.8958902527417856,0.7715520035564032
283,7100,ICMP,187.227.199.27,125.25.121.9,0,0,0.9860206275465396,0.8857411229029053,0.8274206410644802,0.8631066511517632
381,607,UDP,11.24.2.62,83.0.169.32,0,0,0.8238059328702773,0.8131422319136201,0.7339370710894605,0.7209848410338887
984,5020,UDP,132.98.205.187,203.185.106.177,0,0,0.8192023125701857,0.8030220351786217,0.9279114820597858,0.763943956585269
691,129,TCP,196.204.93.156,239.28.36.43,0,0,0.8986322873364743,0.9379845936562998,0.816204628949992,0.9551998466339449
967,8403,TCP,191.25.226.208,205.199.169.24,0,0,0.8664736960357575,0.8812105702594478,0.9370034717751197,0.8058006656785186
508,2791,ICMP,71.202.55.142,189.127.174.81,0,0,0.987912441152425,0.8567137193352213,0.8172120502273542,0.845989725302595
265,2824,UDP,73.125.61.117,134.78.254.255,1,0,0.9449567042489599,0.9305944890468364,0.8792821062148394,0.8453911535357346
385,2707,TCP,142.248.184.91,232.34.185.12,0,0,0.8787199338861663,0.9294500801183855,0.7597109049421845,0.7868717537127478
884,7603,ICMP,228.95.14.119,80.233.89.253,0,0,0.8711546247958859,0.9138095586482365,0.7323319840758409,0.8713886134043812
719,1319,ICMP,43.123.52.127,120.195.247.18,0,1,0.8383266819260761,0.9152616850210624,0.7870581255608162,0.9579387763175531
597,1810,TCP,36.175.179.230,75.198.100.151,0,0,0.9652946829025946,0.7774276057145796,0.8372465715274212,0.8898800998784792
509,6689,TCP,244.119.18.128,106.253.71.138,0,1,0.9460349896821172,0.9266801474078961,0.9725782904360551,0.8276453001527835
878,9127,TCP,5.188.221.147,98.30.155.214,0,0,0.955015903536997,0.8571750827379914,0.8071383340363467,0.7430794777299923
483,6912,ICMP,213.76.216.254,129.206.0.151,0,0,0.9576617513306125,0.7861120526886953,0.9441447202620503,0.8881358594884952
169,1287,UDP,225.115.221.228,89.253.3.5,0,0,0.8785349060172348,0.9423058439780941,0.9212116926086363,0.9371109443540657
184,1959,ICMP,141.88.229.212,7.54.163.137,0,0,0.8400672162000706,0.871203572993092,0.8553065887861218,0.7455832300075251
433,2974,UDP,207.90.237.126,176.74.167.241,0,1,0.8418587712927694,0.9101294191652401,0.8229316685648391,0.77101825698739
624,3313,UDP,135.160.102.193,102.186.179.7,0,0,0.820635747695466,0.9390966965184937,0.8314193306620562,0.7966015321156593
918,1995,ICMP,227.83.231.169,103.229.102.142,0,0,0.9866395192085227,0.8060425094744795,0.7629856661583577,0.8893607721551042
274,3752,TCP,222.156.191.226,72.132.14.24,0,0,0.8256003042084682,0.8544608617474421,0.9679357761006099,0.9544353289700911
591,5231,ICMP,67.227.156.232,94.128.171.241,0,0,0.911423618923687,0.8178569587704545,0.9251930285055269,0.8006686461508563
209,2081,TCP,11.195.112.124,51.11.107.167,0,1,0.9012471070407029,0.9475614878809626,0.8607126244028924,0.9021438357347853
900,7005,ICMP,187.45.20.188,184.210.23.165,0,0,0.8810203968690179,0.8287722233431732,0.9263568223711036,0.7874639799248881
110,7648,TCP,115.164.76.229,214.1.77.14,0,0,0.8616453939467703,0.9326464033450252,0.8573403798749387,0.9609429879369105
401,9989,UDP,214.170.162.138,51.196.94.187,0,0,0.8965103371014299,0.9495166360915758,0.8583273172035908,0.9752491884797462
512,5979,TCP,151.93.85.203,176.183.112.1,0,0,0.951587871858311,0.8029396227105239,0.7320757867248322,0.8136289933250594
344,7577,ICMP,74.213.185.155,57.212.191.129,0,0,0.9827012272521264,0.9111972591343583,0.9758235279795355,0.9395033355256288
80,6953,UDP,7.203.128.71,90.37.164.25,0,0,0.9321840146997147,0.8857729497591711,0.7278813087045405,0.9637355660536822
836,8587,ICMP,109.22.42.174,49.29.81.145,0,0,0.8094102764869708,0.7541591121135025,0.7282377761099182,0.8799464823804279
302,3195,UDP,127.112.165.133,46.57.3.250,0,1,0.9611298136024256,0.927276160213119,0.8621553358766103,0.8610540935908985
223,3881,UDP,83.34.16.70,165.144.143.86,1,0,0.8046576954309687,0.8605789210576109,0.837823007666206,0.8793522848663893
79,8946,ICMP,166.117.124.0,89.140.0.239,0,1,0.8346666747260231,0.9344297455324858,0.7091282124192139,0.883527710086478
489,2043,TCP,20.132.203.101,219.101.186.100,0,0,0.9859525117129673,0.9277800051042804,0.8725601533662994,0.8805140113257381
833,3451,TCP,132.69.38.146,64.31.115.72,1,0,0.8508441613508813,0.816044859881282,0.7780119734532082,0.963358678207773
276,5958,TCP,106.75.249.154,77.177.33.221,0,0,0.8728282931004088,0.9227637290741808,0.9581464651034431,0.9136389349003389
120,7281,TCP,48.37.218.49,188.14.15.221,0,0,0.8118064254921886,0.8005247911519173,0.7407295463559825,0.750922344203181
247,9179,TCP,120.38.104.90,241.158.15.6,0,0,0.8094670338242489,0.8853689500222115,0.7620750913361818,0.8385146561903727
358,5814,TCP,41.7.47.63,36.146.189.76,1,0,0.9234300085291356,0.8900058057995086,0.9110743507779766,0.7746999811280316
7,689,ICMP,91.170.230.204,216.36.245.142,0,0,0.9862147035841288,0.8940932225450888,0.7519073467063819,0.8137118173097266
12,6427,TCP,204.251.135.231,218.77.184.8,0,0,0.8837891784148663,0.8749686711789695,0.8028635451191616,0.8756936964484595
516,4179,UDP,66.249.45.102,81.22.46.170,0,0,0.8321774600465277,0.8319790349801338,0.7137268646113462,0.8067006151344422
537,7462,UDP,171.0.108.44,33.27.179.139,0,0,0.90302059877772,0.7591314873989863,0.9028008192178216,0.855776829602391
128,4192,ICMP,73.40.205.107,187.99.85.191,0,0,0.9372092446323464,0.884138576602691,0.8621720204645518,0.8999514132011602
742,5084,TCP,0.41.139.107,67.82.130.234,0,0,0.8903056484550484,0.7811879499192316,0.8581818018384146,0.7300105518275966
504,4684,ICMP,111.241.31.45,249.219.96.24,0,0,0.9356028910349301,0.9060995100382595,0.8368243821878476,0.7481713705745221
435,6223,ICMP,8.183.29.238,177.168.230.49,0,0,0.9708826806214245,0.9033642149958694,0.7786190017039323,0.7409947297376189
179,8976,UDP,217.112.8.239,14.252.65.208,0,0,0.882147981543419,0.8423874300683605,0.7843009119118822,0.7073872754493749
143,5507,ICMP,37.133.96.205,171.110.30.39,0,0,0.964425202839578,0.8119226610503799,0.8193083758461661,0.8162300966047925
167,5474,TCP,80.102.201.255,99.125.221.12,0,0,0.9183565076251414,0.8700742586635991,0.9635674824982833,0.8720659578863822
635,4529,ICMP,6.32.250.161,72.111.106.224,0,0,0.9664774966455097,0.819207306210415,0.8280122224778699,0.8033379831726697
209,441,TCP,205.216.107.234,204.157.252.251,0,0,0.8169447977724443,0.9090646802141499,0.7717619778692714,0.8280674736000917
